model,step,value,is_extrapolated
arima_v3,71,-1.351797417061304,True
arima_v3,72,-1.3820542174843669,True
arima_v3,73,-1.4123687015463788,True
arima_v3,74,-1.442740961348504,True
arima_v3,75,-1.4731711236025424,True
arima_v3,76,-1.5036593263632292,True
arima_v3,77,-1.534205678431323,True
arima_v3,78,-1.564810280794107,True
arima_v3,79,-1.5954732352480558,True
naive,0,0.465426673,False
naive,1,0.447928949,False
naive,2,0.429029247,False
naive,3,0.408988015,False
naive,4,0.388033478,False
naive,5,0.366281641,False
naive,6,0.343798706,False
naive,7,0.320629708,False
naive,8,0.296820426,False
naive,9,0.27242371,False
naive,10,0.247496865,False
naive,11,0.222096462,False
naive,12,0.196274999,False
naive,13,0.170079805,False
naive,14,0.143553321,False
naive,15,0.116734265,False
naive,16,0.089659362,False
naive,17,0.062365008,False
naive,18,0.034887985,False
naive,19,0.007265815,False
naive,20,-0.020462642,False
naive,21,-0.048256584,False
naive,22,-0.076072651,False
naive,23,-0.1038644,False
naive,24,-0.131582932,False
naive,25,-0.131582932,True
naive,26,-0.131582932,True
naive,27,-0.131582932,True
naive,28,-0.131582932,True
naive,29,-0.131582932,True
naive,30,-0.131582932,True
naive,31,-0.131582932,True
naive,32,-0.131582932,True
naive,33,-0.131582932,True
naive,34,-0.131582932,True
naive,35,-0.131582932,True
naive,36,-0.131582932,True
naive,37,-0.131582932,True
naive,38,-0.131582932,True
naive,39,-0.131582932,True
naive,40,-0.131582932,True
naive,41,-0.131582932,True
naive,42,-0.131582932,True
naive,43,-0.131582932,True
naive,44,-0.131582932,True
naive,45,-0.131582932,True
naive,46,-0.131582932,True
naive,47,-0.131582932,True
naive,48,-0.131582932,True
naive,49,-0.131582932,True
naive,50,-0.131582932,True
naive,51,-0.131582932,True
naive,52,-0.131582932,True
naive,53,-0.131582932,True
naive,54,-0.131582932,True
naive,55,-0.131582932,True
naive,56,-0.131582932,True
naive,57,-0.131582932,True
naive,58,-0.131582932,True
naive,59,-0.131582932,True
naive,60,-0.131582932,True
naive,61,-0.131582932,True
naive,62,-0.131582932,True
naive,63,-0.131582932,True
naive,64,-0.131582932,True
naive,65,-0.131582932,True
naive,66,-0.131582932,True
naive,67,-0.131582932,True
naive,68,-0.131582932,True
naive,69,-0.131582932,True
naive,70,-0.131582932,True
naive,71,-0.131582932,True
naive,72,-0.131582932,True
naive,73,-0.131582932,True
naive,74,-0.131582932,True
arima_statsmodels,0,0.536645633,False
arima_statsmodels,1,0.524056291,False
arima_statsmodels,2,0.510633319,False
arima_statsmodels,3,0.496483482,False
arima_statsmodels,4,0.481510943,False
arima_statsmodels,5,0.465426673,False
arima_statsmodels,6,0.447928949,False
arima_statsmodels,7,0.429029247,False
arima_statsmodels,8,0.408988015,False
arima_statsmodels,9,0.388033478,False
arima_statsmodels,10,0.366281641,False
arima_statsmodels,11,0.343798706,False
arima_statsmodels,12,0.320629708,False
arima_statsmodels,13,0.296820426,False
arima_statsmodels,14,0.27242371,False
arima_statsmodels,15,0.247496865,False
arima_statsmodels,16,0.222096462,False
arima_statsmodels,17,0.196274999,False
arima_statsmodels,18,0.170079805,False
arima_statsmodels,19,0.143553321,False
arima_statsmodels,20,0.116734265,False
arima_statsmodels,21,0.089659362,False
arima_statsmodels,22,0.062365008,False
arima_statsmodels,23,0.034887985,False
arima_statsmodels,24,0.007265815,False
arima_statsmodels,25,-0.020462642,False
arima_statsmodels,26,-0.048256584,False
arima_statsmodels,27,-0.076072651,False
arima_statsmodels,28,-0.1038644,False
arima_statsmodels,29,-0.131582932,False
arima_statsmodels,30,-0.1593380725,True
arima_statsmodels,31,-0.18707490875000002,True
arima_statsmodels,32,-0.21482089712500002,True
arima_statsmodels,33,-0.2425623094375,True
arima_statsmodels,34,-0.27030600978125,True
arima_statsmodels,35,-0.298048566109375,True
arima_statsmodels,36,-0.32579169444531253,True
arima_statsmodels,37,-0.3535345367773438,True
arima_statsmodels,38,-0.3812775221113282,True
arima_statsmodels,39,-0.409020435944336,True
arima_statsmodels,40,-0.4367633855278321,True
arima_statsmodels,41,-0.46450631723608404,True
arima_statsmodels,42,-0.49224925788195806,True
arima_statsmodels,43,-0.5199921940590211,True
arima_statsmodels,44,-0.5477351324704895,True
arima_statsmodels,45,-0.5754780697647552,True
arima_statsmodels,46,-0.6032210076176223,True
arima_statsmodels,47,-0.6309639451911887,True
arima_statsmodels,48,-0.6587068829044054,True
arima_statsmodels,49,-0.6864498205477969,True
arima_statsmodels,50,-0.714192758226101,True
arima_statsmodels,51,-0.7419356958869487,True
arima_statsmodels,52,-0.7696786335565247,True
arima_statsmodels,53,-0.7974215712217365,True
arima_statsmodels,54,-0.8251645088891304,True
arima_statsmodels,55,-0.8529074465554333,True
arima_statsmodels,56,-0.8806503842222817,True
arima_statsmodels,57,-0.9083933218888574,True
arima_statsmodels,58,-0.9361362595555693,True
arima_statsmodels,59,-0.9638791972222132,True
arima_statsmodels,60,-0.9916221348888911,True
arima_statsmodels,61,-1.0193650725555519,True
arima_statsmodels,62,-1.0471080102222212,True
arima_statsmodels,63,-1.0748509478888864,True
arima_statsmodels,64,-1.1025938855555535,True
arima_statsmodels,65,-1.1303368232222195,True
arima_statsmodels,66,-1.158079760888886,True
arima_statsmodels,67,-1.1858226985555522,True
arima_statsmodels,68,-1.2135656362222185,True
arima_statsmodels,69,-1.2413085738888847,True
arima_statsmodels,70,-1.269051511555551,True
arima_statsmodels,71,-1.2967944492222172,True
arima_statsmodels,72,-1.3245373868888835,True
arima_statsmodels,73,-1.3522803245555497,True
arima_statsmodels,74,-1.380023262222216,True
arima_statsmodels,75,-1.4077661998888822,True
arima_statsmodels,76,-1.4355091375555484,True
arima_statsmodels,77,-1.4632520752222147,True
arima_statsmodels,78,-1.490995012888881,True
arima_statsmodels,79,-1.5187379505555472,True
